"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en DemoBlaze","Agregar dos productos al carrito y visualizar Carrito","SUCCESS","2024-09-11T13:32:02.9166593-05:00[America/Guayaquil]","0.0","38.16"
