"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en DemoBlaze","Completar formulario de compra y finalizar compra","SUCCESS","2024-09-11T13:32:41.1048314-05:00[America/Guayaquil]","0.0","19.67"
